"","Rok","Imię","Liczba","Płeć"
"17437",2015,"CRISTINA",3,"K"
"17438",2015,"PALINA",3,"K"
"17439",2015,"SOFÍA",3,"K"
"17440",2015,"ERICA",3,"K"
"17441",2015,"ELISE",3,"K"
"17442",2015,"OR",3,"K"
"17443",2015,"ANHELINA",3,"K"
"17444",2015,"SELIN",3,"K"
"17445",2015,"ILARIA",3,"K"
"17446",2015,"FIONA",3,"K"
"17447",2015,"MIRABELLA",3,"K"
"17448",2015,"NADYA",3,"K"
"17449",2015,"ANOUK",3,"K"
"17450",2015,"MARIJA",3,"K"
"17451",2015,"KHRYSTYNA",3,"K"
"17452",2015,"FLAWIA",3,"K"
"17453",2015,"WESNA",3,"K"
"17454",2015,"ANAIS",3,"K"
"17455",2015,"FLORENCE",2,"K"
"17456",2015,"NICOLLA",2,"K"
"17457",2015,"INESA",2,"K"
"17458",2015,"XENIA",2,"K"
"17459",2015,"AGATHA",2,"K"
"17460",2015,"LAJLA",2,"K"
"17461",2015,"SAWANA",2,"K"
"17462",2015,"RACHEL",2,"K"
"17463",2015,"ZSÓFIA",2,"K"
"17464",2015,"NELLE",2,"K"
"17465",2015,"SZILA",2,"K"
"17466",2015,"MADLEN",2,"K"
"17467",2015,"ISABELL",2,"K"
"17468",2015,"NATALIIA",2,"K"
"17469",2015,"DAHLIA",2,"K"
"17470",2015,"ORI",2,"K"
"17471",2015,"NATHALI",2,"K"
"17472",2015,"IWETA",2,"K"
"17473",2015,"SAMUELA",2,"K"
"17474",2015,"ARIN",2,"K"
"17475",2015,"ISA",2,"K"
"17476",2015,"MALVINA",2,"K"
"17477",2015,"SASHA",2,"K"
"17478",2015,"LILIANE",2,"K"
"17479",2015,"THAO NHI",2,"K"
"17480",2015,"ABRIL",2,"K"
"17481",2015,"CHANTAL",2,"K"
"17482",2015,"TIA",2,"K"
"17483",2015,"NAWOJKA",2,"K"
"17484",2015,"AMALIE",2,"K"
"17485",2015,"DEA",2,"K"
"17486",2015,"KORNELA",2,"K"
"17487",2015,"BẢO ANH",2,"K"
"17488",2015,"SIRI",2,"K"
"17489",2015,"MATHILDA",2,"K"
"17490",2015,"HAFSA",2,"K"
"17491",2015,"ALIONA",2,"K"
"17492",2015,"RINA",2,"K"
"17493",2015,"SKYE",2,"K"
"17494",2015,"MILKA",2,"K"
"17495",2015,"KATERINA",2,"K"
"17496",2015,"FLORENTINA",2,"K"
"17497",2015,"JOANNE",2,"K"
"17498",2015,"MYA",2,"K"
"17499",2015,"MIKAELA",2,"K"
"17500",2015,"HARLEEN",2,"K"
"17501",2015,"LAWINIA",2,"K"
"17502",2015,"ADEL",2,"K"
"17503",2015,"ANABEL",2,"K"
"17504",2015,"GIOIA",2,"K"
"17505",2015,"FRIDA",2,"K"
"17506",2015,"ANTOINETTE",2,"K"
"17507",2015,"LIGIA",2,"K"
"17508",2015,"TESSA",2,"K"
"17509",2015,"NAJA",2,"K"
"17510",2015,"IRENE",2,"K"
"17511",2015,"EVELYN",2,"K"
"17512",2015,"SYNTHIA",2,"K"
"17513",2015,"SUSANA",2,"K"
"17514",2015,"LIBBY",2,"K"
"17515",2015,"KATRINA",2,"K"
"17516",2015,"ZARINA",2,"K"
"17517",2015,"BENITA",2,"K"
"17518",2015,"MILISSA",2,"K"
"17519",2015,"LISSA",2,"K"
"17520",2015,"CHIMAMANDA",2,"K"
"17521",2015,"FRANZISKA",2,"K"
"17522",2015,"MILJA",2,"K"
"17523",2015,"YUNA",2,"K"
"17524",2015,"MAE",2,"K"
"17525",2015,"IVANA",2,"K"
"17526",2015,"ALBINA",2,"K"
"17527",2015,"ELIZABET",2,"K"
"17528",2015,"ALIYAH",2,"K"
"17529",2015,"SIMRAN",2,"K"
"17530",2015,"ARMINA",2,"K"
"17531",2015,"ANNEMARIE",2,"K"
"17532",2015,"KRISTINA",2,"K"
"17533",2015,"AYSU",2,"K"
"17534",2015,"ARYA",2,"K"
"17535",2015,"ADELINE",2,"K"
"17536",2015,"KIM",2,"K"
"17537",2015,"OKTAVIA",2,"K"
"17538",2015,"JELENA",2,"K"
"17539",2015,"EKATERINA",2,"K"
"17540",2015,"ELEN",2,"K"
"17541",2015,"AMELKA",2,"K"
"17542",2015,"ESTELLA",2,"K"
"17543",2015,"FLORIANNA",2,"K"
"17544",2015,"FABIOLA",2,"K"
"17545",2015,"MELODY",2,"K"
"17546",2015,"LEANDRA",2,"K"
"17547",2015,"ALA",2,"K"
"17548",2015,"MAURYCJA",2,"K"
"17549",2015,"NAIRA",2,"K"
"17550",2015,"LENI",2,"K"
"17551",2015,"MARYAME",2,"K"
"17552",2015,"ŻAKLIN",2,"K"
"17553",2015,"KRZYSZTOFA",2,"K"
"17554",2015,"MILLY",2,"K"
"17555",2015,"MIAH",2,"K"
"17556",2015,"KARIMA",2,"K"
"17557",2015,"ROMINA",2,"K"
"17558",2015,"AICHA",2,"K"
"17559",2015,"TEA",2,"K"
"17560",2015,"VIKTÓRIA",2,"K"
"17561",2015,"KATALEYA",2,"K"
"17562",2015,"LILIIA",2,"K"
"17563",2015,"ANISA",2,"K"
"17564",2015,"JULIETA",2,"K"
"17565",2015,"ALISSIA",2,"K"
"17566",2015,"NOÉMIE",2,"K"
"17567",2015,"LEÏLA",2,"K"
"17568",2015,"GENEVIEVE",2,"K"
"17569",2015,"NADIN",2,"K"
"17570",2015,"CELIA",2,"K"
"17571",2015,"ALEKSANRDA",2,"K"
"17572",2015,"SOLANGE",2,"K"
"17573",2015,"SILJE",2,"K"
"17574",2015,"ANANYA",2,"K"
"17575",2015,"NEILA",2,"K"
"17576",2015,"ANTONELLA",2,"K"
"17577",2015,"CATHERINE",2,"K"
"17578",2015,"ABBIE",2,"K"
"17579",2015,"DALILA",2,"K"
"17580",2015,"KRISTYNA",2,"K"
"17581",2015,"VICKY",2,"K"
"17582",2015,"CHAJA",2,"K"
"17583",2015,"MIŁOCHNA",2,"K"
"17584",2015,"ALYA",2,"K"
"17585",2015,"LEXI",2,"K"
"17586",2015,"DARINA",2,"K"
"17587",2015,"LILLIANNE",2,"K"
"17588",2015,"INBAR",2,"K"
"17589",2015,"NAIMA",2,"K"
"17590",2015,"NOLA",2,"K"
"17591",2015,"MELINDA",2,"K"
"17592",2015,"TEREZA",2,"K"
"17593",2015,"ALEXIA",2,"K"
"17594",2015,"RANI",2,"K"
"17595",2015,"AMILIA",2,"K"
"17596",2015,"JOSÉPHINE",2,"K"
"17597",2015,"EVELIN",2,"K"
"17598",2015,"LEONA",2,"K"
"17599",2015,"LEOKADIA",2,"K"
"17600",2015,"GENOWEFA",2,"K"
"17601",2015,"NGOC",2,"K"
"17602",2015,"SOFI",2,"K"
"17603",2015,"AMELIYA",2,"K"
"17604",2015,"DANAE",2,"K"
"17605",2015,"AMELLIA",2,"K"
"17606",2015,"MADDALENA",2,"K"
"17607",2015,"AMELA",2,"K"
"17608",2015,"LAUREN",2,"K"
"17609",2015,"LORIN",2,"K"
"17610",2015,"MELEK",2,"K"
"17611",2015,"RITAL",2,"K"
"17612",2015,"VIKTORYIA",2,"K"
"17613",2015,"MARIEM",2,"K"
"17614",2015,"ANNE",2,"K"
"17615",2015,"MAYKA",2,"K"
"17616",2015,"JÓZEFA",2,"K"
"17617",2015,"HOPE",2,"K"
"17618",2015,"WIWIANNA",2,"K"
"17619",2015,"ELLE",2,"K"
"17620",2015,"CASSANDRA",2,"K"
"17621",2015,"CATALINA",2,"K"
"17622",2015,"LIANA",2,"K"
"17623",2015,"INÉS",2,"K"
"17624",2015,"RUTA",2,"K"
"17625",2015,"FLORENCJA",2,"K"
"17626",2015,"NISA",2,"K"
"17627",2015,"HANNE",2,"K"
"17628",2015,"JÚLIA",2,"K"
"17629",2015,"ARWENA",2,"K"
"17630",2015,"JASLEEN",2,"K"
"17631",2015,"ALARA",2,"K"
"17632",2015,"ANASTASIJA",2,"K"
"17633",2015,"LUZ",2,"K"
"17634",2015,"ASHLEY",2,"K"
"17635",2015,"TARA",2,"K"
"17636",2015,"AMALIIA",2,"K"
"17637",2015,"ZOIA",2,"K"
"17638",2015,"ALEX",2,"K"
"17639",2015,"HEIDI",2,"K"
"17640",2015,"NIA",2,"K"
"17641",2015,"SALLY",2,"K"
"17642",2015,"SOL",2,"K"
"17643",2015,"DENISA",2,"K"
"17644",2015,"DANIEL",2,"K"
"17645",2015,"ROBYN",2,"K"
"17646",2015,"PAOLA",2,"K"
"17647",2015,"OXANA",2,"K"
"17648",2015,"AFINA",2,"K"
"17649",2015,"WIKTORIJA",2,"K"
"17650",2015,"ALBA",2,"K"
"17651",2015,"VLADYSLAVA",2,"K"
"17652",2015,"KORALIA",2,"K"
"17653",2015,"VALERIE",2,"K"
"17654",2015,"ANGELICA",2,"K"
"17655",2015,"INÈS",2,"K"
"17656",2015,"MARISA",2,"K"
"17657",2015,"SYLVIA",2,"K"
"17658",2015,"NATALI",2,"K"
"17659",2015,"CARLOTA",2,"K"
"17660",2015,"YULIANA",2,"K"
"17661",2015,"ARIEL",2,"K"
"17662",2015,"VITTORIA",2,"K"
"17663",2015,"SULTAN",2,"K"
"17664",2015,"MINA",2,"K"
"17665",2015,"SOPHY",2,"K"
"17666",2015,"TEODORA",2,"K"
"17667",2015,"YINUO",2,"K"
"17668",2015,"HAVEN",2,"K"
"17669",2015,"JANE",2,"K"
"17670",2015,"AUTUMN",2,"K"
"17671",2015,"MAIIA",2,"K"
"17672",2015,"EUFEMIA",2,"K"
"17673",2015,"SUMMER",2,"K"
"17674",2015,"INÊS",2,"K"
"17675",2015,"KASSANDRA",2,"K"
"17676",2015,"NAAMA",2,"K"
"17677",2015,"ANABELLE",2,"K"
"17678",2015,"AVELINA",2,"K"
"17679",2015,"ROXANNA",2,"K"
"17680",2015,"AYA",2,"K"
"17681",2015,"LUDOVICA",2,"K"
"17682",2015,"MARJAM",2,"K"
"17683",2015,"ZŁATA",2,"K"
"17684",2015,"NEOMI",2,"K"
"17685",2015,"ERNESTYNA",2,"K"
"17686",2015,"LILITH",2,"K"
"17687",2015,"WIOLA",2,"K"
"17688",2015,"SKYLA",2,"K"
"17689",2015,"YAROSLAVA",2,"K"
"17690",2015,"ANNA-MARIA",2,"K"
"17691",2015,"FELIKSA",2,"K"
"17692",2015,"JULIETTA",2,"K"
"17693",2015,"DANIKA",2,"K"
"17694",2015,"RAMONA",2,"K"
"17695",2015,"CLARISSA",2,"K"
"17696",2015,"ELISABET",2,"K"
"17697",2015,"ELISABETTA",2,"K"
"17698",2015,"ZENOBIA",2,"K"
"17699",2015,"LEONOR",2,"K"
"17700",2015,"NAYA",2,"K"
"17701",2015,"WILLOW",2,"K"
"17702",2015,"KHADIJAH",2,"K"
"17703",2015,"MARCELINE",2,"K"
"17704",2015,"LIZAVETA",2,"K"
"17705",2015,"CARLOTTA",2,"K"
"17706",2015,"MARYNA",2,"K"
"17707",2015,"JAEL",2,"K"
"17708",2015,"STEFANIE",2,"K"
"17709",2015,"NIKANDRA",2,"K"
"17710",2015,"CLEMENTINA",2,"K"
"17711",2015,"NATÁLIE",2,"K"
"17712",2015,"VALERYIA",2,"K"
"17713",2015,"SIENNA",2,"K"
"17714",2015,"SONYA",2,"K"
"17715",2015,"MARIYA",2,"K"
"17716",2015,"CHANNEL",2,"K"
"17717",2015,"ATENA",2,"K"
"17718",2015,"MAKKA",2,"K"
"17719",2015,"LEIA",2,"K"
"17720",2015,"ANNABEL",2,"K"
"17721",2015,"MERIEM",2,"K"
"17722",2015,"ADELYN",2,"K"
"17723",2015,"LATOYA",2,"K"
"17724",2015,"KITANA",2,"K"
"17725",2015,"GEORGIA",2,"K"
"17726",2015,"SCARLET",2,"K"
"17727",2015,"MILLI",2,"K"
"17728",2015,"SAFIJA",2,"K"
"17729",2015,"IVA",2,"K"
"17730",2015,"NETA",2,"K"
"17731",2015,"ELIA",2,"K"
"17732",2015,"SUMAJA",2,"K"
"17733",2015,"EMILIYA",2,"K"
"17734",2015,"ANI",2,"K"
"17735",2016,"ANTONI",9518,"M"
"17736",2016,"JAKUB",9307,"M"
"17737",2016,"SZYMON",8461,"M"
"17738",2016,"JAN",7865,"M"
"17739",2016,"FILIP",7046,"M"
"17740",2016,"FRANCISZEK",6699,"M"
"17741",2016,"MIKOŁAJ",6530,"M"
"17742",2016,"ALEKSANDER",6451,"M"
"17743",2016,"KACPER",6282,"M"
"17744",2016,"WOJCIECH",6000,"M"
"17745",2016,"ADAM",5445,"M"
"17746",2016,"MICHAŁ",4959,"M"
"17747",2016,"MARCEL",4534,"M"
"17748",2016,"WIKTOR",4053,"M"
"17749",2016,"PIOTR",3833,"M"
"17750",2016,"STANISŁAW",3804,"M"
"17751",2016,"MATEUSZ",3549,"M"
"17752",2016,"BARTOSZ",3549,"M"
"17753",2016,"IGOR",3539,"M"
"17754",2016,"NIKODEM",3328,"M"
"17755",2016,"ALAN",3325,"M"
"17756",2016,"LEON",3183,"M"
"17757",2016,"OLIWIER",2909,"M"
"17758",2016,"MAKSYMILIAN",2900,"M"
"17759",2016,"DAWID",2778,"M"
"17760",2016,"MIŁOSZ",2761,"M"
"17761",2016,"TYMON",2607,"M"
"17762",2016,"OSKAR",2557,"M"
"17763",2016,"KAROL",2397,"M"
"17764",2016,"MACIEJ",2378,"M"
"17765",2016,"TOMASZ",2359,"M"
"17766",2016,"DOMINIK",2325,"M"
"17767",2016,"FABIAN",2321,"M"
"17768",2016,"IGNACY",2257,"M"
"17769",2016,"NATAN",2232,"M"
"17770",2016,"TYMOTEUSZ",2225,"M"
"17771",2016,"JULIAN",1984,"M"
"17772",2016,"KRZYSZTOF",1946,"M"
"17773",2016,"GABRIEL",1758,"M"
"17774",2016,"PAWEŁ",1729,"M"
"17775",2016,"HUBERT",1725,"M"
"17776",2016,"PATRYK",1565,"M"
"17777",2016,"KSAWERY",1461,"M"
"17778",2016,"KAMIL",1396,"M"
"17779",2016,"SEBASTIAN",1332,"M"
"17780",2016,"BARTŁOMIEJ",1262,"M"
"17781",2016,"ADRIAN",1127,"M"
"17782",2016,"OLAF",1051,"M"
"17783",2016,"KRYSTIAN",1027,"M"
"17784",2016,"KUBA",885,"M"
"17785",2016,"BRUNO",871,"M"
"17786",2016,"BORYS",857,"M"
"17787",2016,"KAJETAN",843,"M"
"17788",2016,"ARTUR",813,"M"
"17789",2016,"DANIEL",799,"M"
"17790",2016,"MARCIN",791,"M"
"17791",2016,"ŁUKASZ",775,"M"
"17792",2016,"BŁAŻEJ",729,"M"
"17793",2016,"ERYK",727,"M"
"17794",2016,"OLIVIER",709,"M"
"17795",2016,"GRZEGORZ",703,"M"
"17796",2016,"TOBIASZ",651,"M"
"17797",2016,"RAFAŁ",622,"M"
"17798",2016,"DAMIAN",612,"M"
"17799",2016,"ROBERT",595,"M"
"17800",2016,"PRZEMYSŁAW",569,"M"
"17801",2016,"ALEX",547,"M"
"17802",2016,"CEZARY",540,"M"
"17803",2016,"EMIL",532,"M"
"17804",2016,"KONRAD",516,"M"
"17805",2016,"ALEXANDER",490,"M"
"17806",2016,"TADEUSZ",488,"M"
"17807",2016,"WITOLD",484,"M"
"17808",2016,"RADOSŁAW",477,"M"
"17809",2016,"MILAN",452,"M"
"17810",2016,"KORNEL",448,"M"
"17811",2016,"JERZY",428,"M"
"17812",2016,"NATANIEL",413,"M"
"17813",2016,"MIESZKO",409,"M"
"17814",2016,"MAREK",401,"M"
"17815",2016,"ALEKS",387,"M"
"17816",2016,"HENRYK",366,"M"
"17817",2016,"STEFAN",364,"M"
"17818",2016,"GRACJAN",348,"M"
"17819",2016,"OLIVER",333,"M"
"17820",2016,"BRAJAN",327,"M"
"17821",2016,"KONSTANTY",326,"M"
"17822",2016,"LEONARD",317,"M"
"17823",2016,"JACEK",314,"M"
"17824",2016,"DORIAN",313,"M"
"17825",2016,"ANDRZEJ",313,"M"
"17826",2016,"RYSZARD",307,"M"
"17827",2016,"ARKADIUSZ",285,"M"
"17828",2016,"GUSTAW",284,"M"
"17829",2016,"KAZIMIERZ",271,"M"
"17830",2016,"IWO",266,"M"
"17831",2016,"JÓZEF",254,"M"
"17832",2016,"TEODOR",239,"M"
"17833",2016,"JULIUSZ",232,"M"
"17834",2016,"SAMUEL",229,"M"
"17835",2016,"FELIKS",223,"M"
"17836",2016,"JEREMI",218,"M"
"17837",2016,"DAVID",202,"M"
"17838",2016,"MAXIMILIAN",202,"M"
"17839",2016,"NORBERT",200,"M"
"17840",2016,"LEO",198,"M"
"17841",2016,"SEWERYN",192,"M"
"17842",2016,"JĘDRZEJ",191,"M"
"17843",2016,"NATHAN",187,"M"
"17844",2016,"CYPRIAN",176,"M"
"17845",2016,"OSCAR",170,"M"
"17846",2016,"ALBERT",168,"M"
"17847",2016,"REMIGIUSZ",165,"M"
"17848",2016,"MAKSYM",157,"M"
"17849",2016,"LUDWIK",154,"M"
"17850",2016,"KORDIAN",148,"M"
"17851",2016,"ERNEST",146,"M"
"17852",2016,"HUGO",138,"M"
"17853",2016,"DARIUSZ",134,"M"
"17854",2016,"FLORIAN",131,"M"
"17855",2016,"MAX",131,"M"
"17856",2016,"WŁADYSŁAW",122,"M"
"17857",2016,"NICOLAS",119,"M"
"17858",2016,"LUCJAN",118,"M"
"17859",2016,"KEVIN",115,"M"
"17860",2016,"FRYDERYK",110,"M"
"17861",2016,"MARIUSZ",108,"M"
"17862",2016,"VICTOR",108,"M"
"17863",2016,"JEREMIASZ",107,"M"
"17864",2016,"JACOB",106,"M"
"17865",2016,"TYTUS",106,"M"
"17866",2016,"XAVIER",105,"M"
"17867",2016,"ALEKSY",105,"M"
"17868",2016,"BENJAMIN",103,"M"
"17869",2016,"SZCZEPAN",102,"M"
"17870",2016,"BENIAMIN",102,"M"
"17871",2016,"MAKS",89,"M"
"17872",2016,"SYLWESTER",87,"M"
"17873",2016,"ARON",87,"M"
"17874",2016,"ANTHONY",87,"M"
"17875",2016,"MICHAEL",86,"M"
"17876",2016,"OLIWER",82,"M"
"17877",2016,"EDWARD",79,"M"
"17878",2016,"OKTAWIAN",79,"M"
"17879",2016,"MAURYCY",77,"M"
"17880",2016,"BRAYAN",75,"M"
"17881",2016,"VIKTOR",72,"M"
"17882",2016,"LEONARDO",71,"M"
"17883",2016,"NIKOLAS",71,"M"
"17884",2016,"AARON",71,"M"
"17885",2016,"MARCELI",70,"M"
"17886",2016,"MARTIN",70,"M"
"17887",2016,"OLGIERD",69,"M"
"17888",2016,"VINCENT",68,"M"
"17889",2016,"KSAWIER",63,"M"
"17890",2016,"KOSMA",62,"M"
"17891",2016,"ROMAN",62,"M"
"17892",2016,"SŁAWOMIR",62,"M"
"17893",2016,"JOACHIM",61,"M"
"17894",2016,"ZIEMOWIT",58,"M"
"17895",2016,"WILLIAM",57,"M"
"17896",2016,"BERNARD",57,"M"
"17897",2016,"ZBIGNIEW",56,"M"
"17898",2016,"DENIS",56,"M"
"17899",2016,"KORNELIUSZ",55,"M"
"17900",2016,"BOLESŁAW",55,"M"
"17901",2016,"PATRICK",53,"M"
"17902",2016,"JAROSŁAW",53,"M"
"17903",2016,"PHILIP",53,"M"
"17904",2016,"MARK",52,"M"
"17905",2016,"NATHANIEL",52,"M"
"17906",2016,"BRUNON",51,"M"
"17907",2016,"LIAM",51,"M"
"17908",2016,"IVO",50,"M"
"17909",2016,"JONATAN",50,"M"
"17910",2016,"BRIAN",50,"M"
"17911",2016,"JAKOB",49,"M"
"17912",2016,"EMILIAN",49,"M"
"17913",2016,"WINCENTY",49,"M"
"17914",2016,"JONASZ",48,"M"
"17915",2016,"MAXYMILIAN",47,"M"
"17916",2016,"THOMAS",46,"M"
"17917",2016,"OLEG",45,"M"
"17918",2016,"DOMINIC",45,"M"
"17919",2016,"KASJAN",45,"M"
"17920",2016,"MIROSŁAW",44,"M"
"17921",2016,"KASPIAN",44,"M"
"17922",2016,"NOAH",43,"M"
"17923",2016,"FRANK",43,"M"
"17924",2016,"BRYAN",42,"M"
"17925",2016,"LEOPOLD",42,"M"
"17926",2016,"MIRON",41,"M"
"17927",2016,"RYAN",40,"M"
"17928",2016,"GNIEWOMIR",40,"M"
"17929",2016,"EMANUEL",40,"M"
"17930",2016,"JANUSZ",39,"M"
"17931",2016,"FELIX",38,"M"
"17932",2016,"LESZEK",37,"M"
"17933",2016,"SERGIUSZ",37,"M"
"17934",2016,"JONATHAN",36,"M"
"17935",2016,"AMADEUSZ",36,"M"
"17936",2016,"KEWIN",35,"M"
"17937",2016,"ROCH",34,"M"
"17938",2016,"LUCAS",33,"M"
"17939",2016,"ANTONIO",33,"M"
"17940",2016,"BOGUSŁAW",32,"M"
"17941",2016,"HENRY",32,"M"
"17942",2016,"ANTON",32,"M"
"17943",2016,"LUKAS",31,"M"
"17944",2016,"GNIEWKO",31,"M"
"17945",2016,"BOGDAN",30,"M"
"17946",2016,"CASPER",30,"M"
"17947",2016,"ERWIN",29,"M"
"17948",2016,"KAI",29,"M"
"17949",2016,"KASPER",29,"M"
"17950",2016,"RAYAN",29,"M"
"17951",2016,"FRANEK",29,"M"
"17952",2016,"ZACHARY",28,"M"
"17953",2016,"ARTHUR",28,"M"
"17954",2016,"SIMON",28,"M"
"17955",2016,"IRENEUSZ",28,"M"
"17956",2016,"ELIASZ",27,"M"
"17957",2016,"JOSHUA",27,"M"
"17958",2016,"BOGUMIŁ",26,"M"
"17959",2016,"CZESŁAW",26,"M"
"17960",2016,"WIT",26,"M"
"17961",2016,"AUGUSTYN",26,"M"
"17962",2016,"COLIN",26,"M"
"17963",2016,"MATTHEW",25,"M"
"17964",2016,"NICHOLAS",25,"M"
"17965",2016,"BRONISŁAW",24,"M"
"17966",2016,"SAMBOR",24,"M"
"17967",2016,"ARIEL",24,"M"
"17968",2016,"ETHAN",24,"M"
"17969",2016,"KLEMENS",24,"M"
"17970",2016,"MARIAN",24,"M"
"17971",2016,"KRYSPIN",23,"M"
"17972",2016,"MAKARY",23,"M"
"17973",2016,"ERIC",23,"M"
"17974",2016,"JAMES",23,"M"
"17975",2016,"GNIEWOSZ",23,"M"
"17976",2016,"ANATOL",23,"M"
"17977",2016,"IVAN",23,"M"
"17978",2016,"ZYGMUNT",22,"M"
"17979",2016,"JOHN",22,"M"
"17980",2016,"KLAUDIUSZ",22,"M"
"17981",2016,"LECH",21,"M"
"17982",2016,"ERIK",21,"M"
"17983",2016,"PASCAL",21,"M"
"17984",2016,"GERARD",21,"M"
"17985",2016,"BARTEK",21,"M"
"17986",2016,"DIEGO",21,"M"
"17987",2016,"IAN",21,"M"
"17988",2016,"ALLAN",20,"M"
"17989",2016,"MARCUS",20,"M"
"17990",2016,"MARKUS",20,"M"
"17991",2016,"BENEDYKT",20,"M"
"17992",2016,"MIKOLAJ",20,"M"
"17993",2016,"NATANAEL",20,"M"
"17994",2016,"BASTIAN",20,"M"
"17995",2016,"LUKA",20,"M"
"17996",2016,"MARCO",20,"M"
"17997",2016,"WINCENT",19,"M"
"17998",2016,"HEKTOR",19,"M"
"17999",2016,"JOSEPH",18,"M"
"18000",2016,"FRANCESCO",18,"M"
"18001",2016,"MIKE",18,"M"
"18002",2016,"LOUIS",18,"M"
"18003",2016,"NICO",18,"M"
"18004",2016,"KARIM",18,"M"
"18005",2016,"LUCA",18,"M"
"18006",2016,"ARMIN",17,"M"
"18007",2016,"XAWERY",17,"M"
"18008",2016,"TOBIAS",17,"M"
"18009",2016,"ANTONY",17,"M"
"18010",2016,"TEOFIL",17,"M"
"18011",2016,"FELICJAN",17,"M"
"18012",2016,"LUIS",16,"M"
"18013",2016,"MAXIM",16,"M"
"18014",2016,"EDGAR",16,"M"
"18015",2016,"THEO",16,"M"
"18016",2016,"IWAN",16,"M"
"18017",2016,"LEW",16,"M"
"18018",2016,"PHILIPP",16,"M"
"18019",2016,"TEO",16,"M"
"18020",2016,"ALEK",16,"M"
"18021",2016,"ARIAN",16,"M"
"18022",2016,"AUGUST",16,"M"
"18023",2016,"MATTEO",15,"M"
"18024",2016,"RUBEN",15,"M"
"18025",2016,"MIECZYSŁAW",15,"M"
"18026",2016,"ALEXANDRE",15,"M"
"18027",2016,"DYLAN",15,"M"
"18028",2016,"MATEO",15,"M"
"18029",2016,"NOEL",15,"M"
"18030",2016,"WALDEMAR",15,"M"
"18031",2016,"CHRISTOPHER",15,"M"
"18032",2016,"KRZESIMIR",15,"M"
"18033",2016,"PAUL",14,"M"
"18034",2016,"KAJ",14,"M"
"18035",2016,"TYBERIUSZ",14,"M"
"18036",2016,"LOGAN",14,"M"
"18037",2016,"OREST",14,"M"
"18038",2016,"ARTEM",14,"M"
"18039",2016,"MAGNUS",14,"M"
"18040",2016,"BEN",14,"M"
"18041",2016,"IBRAHIM",13,"M"
"18042",2016,"MILO",13,"M"
"18043",2016,"CHRISTIAN",13,"M"
"18044",2016,"ELIAS",13,"M"
"18045",2016,"KRISTIAN",13,"M"
"18046",2016,"TRISTAN",13,"M"
"18047",2016,"MANUEL",13,"M"
"18048",2016,"AMIR",13,"M"
"18049",2016,"WOJTEK",13,"M"
"18050",2016,"EDMUND",13,"M"
"18051",2016,"JOEL",12,"M"
"18052",2016,"LÉON",12,"M"
"18053",2016,"JONAS",12,"M"
"18054",2016,"SANTIAGO",12,"M"
"18055",2016,"ANGELO",12,"M"
"18056",2016,"LÉO",12,"M"
"18057",2016,"NIKO",12,"M"
"18058",2016,"WILHELM",11,"M"
"18059",2016,"JASON",11,"M"
"18060",2016,"WŁODZIMIERZ",11,"M"
"18061",2016,"RAFAEL",11,"M"
"18062",2016,"CYRYL",11,"M"
"18063",2016,"NOE",11,"M"
"18064",2016,"OLEK",11,"M"
"18065",2016,"EMMANUEL",11,"M"
"18066",2016,"ENZO",11,"M"
"18067",2016,"OMAR",11,"M"
"18068",2016,"DANYLO",11,"M"
"18069",2016,"CHARLIE",11,"M"
"18070",2016,"ALI",11,"M"
"18071",2016,"JAROMIR",11,"M"
"18072",2016,"WAWRZYNIEC",11,"M"
"18073",2016,"MICHAL",10,"M"
"18074",2016,"MAKAR",10,"M"
"18075",2016,"STANLEY",10,"M"
"18076",2016,"DENYS",10,"M"
"18077",2016,"ZENON",10,"M"
"18078",2016,"TIMOTHY",10,"M"
"18079",2016,"JUSTIN",10,"M"
"18080",2016,"JANEK",10,"M"
"18081",2016,"NIKITA",10,"M"
"18082",2016,"JACK",10,"M"
"18083",2016,"FABIO",10,"M"
"18084",2016,"TIMO",10,"M"
"18085",2016,"MAXIMILLIAN",10,"M"
"18086",2016,"TOM",10,"M"
"18087",2016,"DENNIS",10,"M"
"18088",2016,"BAZYLI",9,"M"
"18089",2016,"ALESSANDRO",9,"M"
"18090",2016,"DOBROMIR",9,"M"
"18091",2016,"TIMUR",9,"M"
"18092",2016,"MARKO",9,"M"
"18093",2016,"ANTEK",9,"M"
"18094",2016,"ARYAN",9,"M"
"18095",2016,"AXEL",9,"M"
"18096",2016,"DMYTRO",9,"M"
"18097",2016,"LORENZO",9,"M"
"18098",2016,"ANTOINE",9,"M"
"18099",2016,"JAREMA",9,"M"
"18100",2016,"HIERONIM",9,"M"
"18101",2016,"EDWIN",9,"M"
"18102",2016,"DANIIL",9,"M"
"18103",2016,"MATTHIAS",9,"M"
"18104",2016,"TYCJAN",9,"M"
"18105",2016,"OLEKSANDR",9,"M"
"18106",2016,"CHARLES",9,"M"
"18107",2016,"ROLAND",9,"M"
"18108",2016,"KILIAN",8,"M"
"18109",2016,"RADZIMIR",8,"M"
"18110",2016,"FRANCIS",8,"M"
"18111",2016,"DACJAN",8,"M"
"18112",2016,"EMILIO",8,"M"
"18113",2016,"CRISTIAN",8,"M"
"18114",2016,"STANISLAW",8,"M"
"18115",2016,"RADOMIR",8,"M"
"18116",2016,"ROBIN",8,"M"
"18117",2016,"EMIR",8,"M"
